image_id;feature;type
2167;[-0.05368977040052414, -0.10710403323173523, 0.12255126237869263, -0.06917019188404083, 0.045410238206386566, 0.1937974989414215, 0.13073095679283142, -0.21718701720237732, 0.028772296383976936, -0.2769043743610382, 0.2749350070953369, -0.14393940567970276, 0.014861665666103363, -0.20289839804172516, 0.0029660873115062714, -0.20829273760318756, -0.03991981968283653, 0.07264558225870132, -0.035733431577682495, 0.0022125542163848877, 0.22927460074424744, -0.05503756180405617, 0.03552049398422241, 0.17760047316551208, -0.08988731354475021, -0.15543308854103088, 0.22737160325050354, -0.08372282236814499, -0.15102092921733856, -0.12457841634750366, -0.10319454967975616, 0.24543137848377228, 0.019660476595163345, -0.131330668926239, -0.044460710138082504, 0.14028705656528473, 0.16545945405960083, 0.0995727926492691, 0.06106717139482498, -0.0448879674077034, 0.06592701375484467, -0.0785941481590271, -0.03479839861392975, -0.014101576060056686, 0.04994015395641327, -0.17539507150650024, -0.07972024381160736, 0.022385135293006897, 0.041720934212207794, 0.1768665313720703, -0.12372063100337982, 0.04142066091299057, 0.012601830065250397, 0.12743237614631653, -0.11357061564922333, 0.09865744411945343, 0.007812697440385818, -0.09289634227752686, -0.027446027845144272, -0.21483001112937927, 0.03575332835316658, -0.04536527395248413, -0.3143497407436371, 0.09329420328140259];1
2171;[-0.15520349144935608, -0.16286300122737885, 0.18072471022605896, -0.2642829418182373, 0.006407894194126129, 0.09129109233617783, 0.23605641722679138, -0.25235551595687866, 0.13818597793579102, -0.08994992822408676, 0.24157863855361938, -0.30848953127861023, 0.14483560621738434, -0.014645954594016075, 0.08771231770515442, -0.33851030468940735, -0.1797432005405426, 0.22028687596321106, -0.017390122637152672, -0.03937380015850067, 0.06002311035990715, -0.006941561121493578, 0.1742432713508606, 0.2382565438747406, 0.001221848651766777, 0.1267136037349701, 0.20584841072559357, -0.13538751006126404, -0.1353478580713272, -0.016342222690582275, -0.1554642617702484, 0.41558194160461426, -0.00713551789522171, -0.162700355052948, 0.031331371515989304, 0.16688208281993866, 0.2837478816509247, 0.07949066162109375, 0.013036176562309265, -0.019157614558935165, -0.035296641290187836, -0.18164223432540894, -0.03366111218929291, 0.11247182637453079, 0.09916720539331436, -0.2561017870903015, 0.015127010643482208, 0.16234555840492249, -0.03445464372634888, 0.056583426892757416, -0.07544411718845367, -0.030809998512268066, 0.06316716969013214, 0.13691206276416779, 0.06544186174869537, 0.17083825170993805, 0.1993928849697113, -0.09466949105262756, -0.17068931460380554, -0.11253253370523453, -0.09629160165786743, -0.1857180893421173, -0.2719053626060486, 0.2502451241016388];0
2173;[0.007128670811653137, -0.0706867128610611, 0.11321736872196198, -0.10960409790277481, 0.01708579808473587, 0.20840875804424286, 0.12270982563495636, -0.3031325936317444, 0.12297085672616959, 0.02319999784231186, 0.17232438921928406, -0.194000244140625, -0.030963052064180374, -0.08671847730875015, 0.008901312947273254, -0.35483792424201965, -0.09787598252296448, 0.18236948549747467, 0.08187561482191086, -0.13254061341285706, 0.16409698128700256, -0.09854228049516678, 0.07509900629520416, 0.29443109035491943, -0.18290507793426514, -0.006714502349495888, 0.2935985028743744, -0.10631535202264786, -0.20544672012329102, -0.02149810642004013, -0.1432398557662964, 0.3848591446876526, -0.024950221180915833, -0.1726752370595932, 0.04911969229578972, 0.05834900960326195, 0.20768913626670837, 0.020427558571100235, 0.014284208416938782, -0.008068527095019817, 0.03695742413401604, -0.006836318410933018, 0.039855554699897766, 0.053721241652965546, 0.060113050043582916, -0.2418278157711029, -0.23718340694904327, -0.11823553591966629, -0.15532171726226807, 0.07678224891424179, -0.14203083515167236, -0.18131421506404877, 0.120147705078125, 0.23493193089962006, -0.027019590139389038, 0.10602840036153793, 0.0895763412117958, -0.17608857154846191, -0.06685511767864227, -0.18249766528606415, -0.019739096984267235, -0.2099219262599945, -0.10663643479347229, 0.15987375378608704];0
2185;[-0.050666071474552155, -0.4585595428943634, -0.09445106983184814, 0.225297749042511, -0.011209279298782349, -0.3134392201900482, 0.25715920329093933, -0.449055016040802, -0.2040778547525406, -0.5363198518753052, 0.5972638130187988, -0.18510127067565918, 0.33476537466049194, -0.4232898950576782, -0.13508906960487366, 0.36550647020339966, 0.03310606628656387, 0.16797052323818207, 0.019243652001023293, 0.17204834520816803, -0.2262001931667328, 0.42043477296829224, -0.2412274181842804, -0.06244116276502609, 0.45364925265312195, -0.21727758646011353, -0.27597329020500183, -0.25077950954437256, 0.11004273593425751, -0.3671503961086273, 0.0034581609070301056, -0.18891380727291107, -0.319793701171875, 0.09987452626228333, -0.10308811068534851, 0.16784445941448212, -0.20277024805545807, 0.5556734204292297, 0.08596678078174591, -0.2472534030675888, -0.061695992946624756, -0.2322656214237213, -0.44650423526763916, 0.07164735347032547, -0.27758848667144775, 0.30957770347595215, 0.22472231090068817, 0.4236193895339966, 0.408436119556427, 0.1817939579486847, -0.15582451224327087, 0.5030446648597717, -0.2522853910923004, -0.3239901065826416, 0.010861340910196304, -0.1761450171470642, 0.1463405340909958, 0.42958831787109375, 0.33034202456474304, -0.1870627999305725, -0.4371905028820038, 0.14193102717399597, -0.44398239254951477, 0.07700135558843613];2
2186;[-0.07605105638504028, -0.08128534257411957, 0.11782506853342056, -0.06705845147371292, -0.036004215478897095, 0.03730117529630661, 0.1976018249988556, -0.16911828517913818, -0.04474569857120514, -0.2160489559173584, 0.24108082056045532, -0.21392731368541718, 0.05987812578678131, -0.13716787099838257, -0.017749644815921783, -0.14707444608211517, -0.0810282751917839, 0.10432131588459015, 0.00048494525253772736, 0.028258532285690308, 0.16844218969345093, -0.008880335837602615, -0.035052910447120667, 0.13529767096042633, -0.049671515822410583, -0.11210933327674866, 0.16087645292282104, -0.00833331048488617, -0.12967437505722046, -0.06354738771915436, -0.10635438561439514, 0.21630242466926575, 0.08093376457691193, -0.1014963686466217, -0.09542033821344376, 0.05137526988983154, 0.11157941818237305, 0.1176418662071228, 0.11761538684368134, -0.08430399000644684, 0.078359454870224, -0.06388136744499207, 0.018487438559532166, 0.01571037620306015, 0.04117085039615631, -0.07415817677974701, -0.08221599459648132, 0.03344764560461044, 0.030591173097491264, 0.16183628141880035, -0.0022956542670726776, 0.12272058427333832, 0.15707388520240784, 0.12012264132499695, -0.1733749657869339, -0.030415203422307968, 0.09691381454467773, -0.02117050066590309, -0.048627570271492004, -0.22752681374549866, 0.036331553012132645, -0.12160248309373856, -0.16293582320213318, -0.0038680732250213623];0
2189;[-0.17625278234481812, -0.27437180280685425, 0.04642564058303833, -0.06531888991594315, 0.08545022457838058, -0.04137278348207474, 0.2568401098251343, -0.1938486546278, -0.007883906364440918, -0.34724363684654236, 0.4133041799068451, -0.020917460322380066, 0.2283964604139328, -0.21551327407360077, -0.007927373051643372, -0.1371167153120041, -0.03108125925064087, 0.1517001986503601, -0.04780685529112816, 0.053930141031742096, 0.10443569719791412, 0.125851571559906, -0.03953944146633148, -0.025910772383213043, 0.08592182397842407, -0.2078559398651123, 0.12457877397537231, -0.18704307079315186, -0.046523816883563995, -0.22533100843429565, 0.03562146797776222, 0.005269996821880341, 0.017710912972688675, -0.04604046419262886, -0.18156558275222778, 0.15994304418563843, -0.05965827405452728, 0.34824031591415405, 0.023243162781000137, -0.17362144589424133, 0.06120690703392029, -0.1400412917137146, -0.1372387558221817, -0.09073203057050705, -0.00792723149061203, 0.017137058079242706, -0.08454946428537369, 0.22895020246505737, 0.26496782898902893, 0.24049623310565948, -0.1018989235162735, 0.27922701835632324, -0.1452643871307373, -0.1443587839603424, -0.06268005818128586, 0.07010193169116974, 0.006314419209957123, 0.13308541476726532, 0.047811537981033325, -0.19451232254505157, -0.07293851673603058, 0.0863567516207695, -0.40860894322395325, 0.06964866071939468];2
2190;[-0.011218637228012085, -0.12803366780281067, 0.025295838713645935, -0.03669551759958267, 0.03777749091386795, 0.08606819808483124, 0.3747686743736267, -0.3795323967933655, 0.1119142547249794, -0.15637801587581635, 0.16870638728141785, -0.14993077516555786, 0.18095825612545013, -0.17443399131298065, -0.04644766449928284, -0.0936950296163559, -0.09827455133199692, 0.09254162758588791, -0.013612357899546623, 0.05449998378753662, -0.07035959511995316, 0.08335907757282257, -0.051046207547187805, 0.053040895611047745, 0.08490268141031265, 0.029515983536839485, 0.08529412746429443, -0.07957921922206879, 0.010726004838943481, -0.015056803822517395, -0.06970532238483429, 0.20217621326446533, 0.06133516877889633, -0.217770054936409, 0.07599832117557526, 0.19929952919483185, 0.029593881219625473, 0.25274911522865295, 0.0838712751865387, -0.17713776230812073, -0.08540576696395874, -0.03914526104927063, 0.049966078251600266, 0.05792419612407684, -0.14694228768348694, 0.10911860316991806, -0.08441030979156494, 0.08455947041511536, 0.0534113347530365, 0.2932487726211548, -0.10829401016235352, 0.16070932149887085, -0.03438108414411545, -0.1265316754579544, -0.13019682466983795, 0.03837253898382187, 0.23310545086860657, 0.12656255066394806, -0.01172947883605957, -0.1715535968542099, -0.20367921888828278, -0.23703637719154358, -0.28779274225234985, 0.09132792800664902];2
2191;[0.01674378663301468, -0.3675491213798523, -0.2117999792098999, 0.217839777469635, 0.0847037062048912, -0.31461963057518005, 0.14637893438339233, -0.16419945657253265, -0.12382124364376068, -0.6459223628044128, 0.3676835298538208, 0.07973906397819519, 0.24593715369701385, -0.5669147968292236, -0.058711327612400055, 0.4257088601589203, 0.09757845103740692, -0.04876250773668289, 0.060532040894031525, 0.19221985340118408, 0.06457928568124771, 0.508552610874176, -0.1740383505821228, -0.139877051115036, 0.4970983862876892, -0.1984739899635315, -0.24589112401008606, -0.1834837943315506, -0.009479053318500519, -0.26881521940231323, 0.2123234122991562, -0.2395128458738327, 0.00363747775554657, 0.2899622619152069, -0.13690447807312012, 0.013658829033374786, -0.38578706979751587, 0.592141330242157, 0.006996899843215942, -0.29054951667785645, -0.11349059641361237, -0.29747024178504944, -0.31116533279418945, -0.10547104477882385, -0.34596022963523865, 0.2348555326461792, 0.14074483513832092, 0.14465847611427307, 0.4425303339958191, 0.18371817469596863, -0.10377390682697296, 0.5750802159309387, -0.3092667758464813, -0.3890017867088318, -0.050506699830293655, -0.06752067804336548, 0.03414393588900566, 0.5197048783302307, 0.3743933439254761, -0.059554409235715866, -0.3584129214286804, 0.26792123913764954, -0.43279069662094116, 0.06526418030261993];1
2192;[0.11180102080106735, -0.4000156819820404, -0.10148404538631439, 0.1874890923500061, 0.09192918986082077, -0.04085133224725723, 0.21036827564239502, -0.47647884488105774, -0.16645903885364532, -0.3323215842247009, 0.27946147322654724, 0.043882817029953, 0.12970572710037231, -0.3824593424797058, -0.1451142430305481, 0.21535250544548035, -0.09475785493850708, 0.054557763040065765, 0.07739106565713882, 0.23880091309547424, -0.20991095900535583, 0.49173909425735474, -0.23804599046707153, -0.15691089630126953, 0.3554839789867401, -0.19974051415920258, -0.17100006341934204, -0.225391685962677, 0.030032917857170105, -0.24859750270843506, 0.02269195392727852, -0.15430311858654022, -0.08308346569538116, 0.17286686599254608, -0.1117044985294342, 0.2548949420452118, -0.2648424506187439, 0.510472297668457, 0.009888563305139542, -0.28390932083129883, -0.0976410061120987, -0.10217655450105667, -0.2134675234556198, -0.1297830492258072, -0.22790014743804932, 0.3818139135837555, 0.17444251477718353, 0.0617714524269104, 0.27271661162376404, 0.29619258642196655, -0.052141524851322174, 0.3433358073234558, -0.29871800541877747, -0.23928336799144745, -0.06743326783180237, -0.06617510318756104, 0.06138715520501137, 0.3363870084285736, 0.3494955599308014, -0.15473106503486633, -0.36598527431488037, 0.09669052809476852, -0.367411732673645, 0.09663844108581543];1
2194;[-0.1581239104270935, -0.07889611274003983, 0.02110619843006134, 0.04560288041830063, -0.043515849858522415, -0.03507582098245621, 0.09536551684141159, -0.16072197258472443, -0.04460935294628143, -0.28820499777793884, 0.24749630689620972, -0.09118291735649109, 0.2005235105752945, -0.0665975883603096, -0.08864511549472809, -0.19735415279865265, -0.059857893735170364, 0.03973429650068283, 0.027045389637351036, 0.11639219522476196, 0.022824756801128387, 0.17148011922836304, -0.08465221524238586, 0.1410301923751831, 0.13049142062664032, -0.0006527453660964966, 0.06576712429523468, -0.21742790937423706, -0.08363790810108185, -0.18536770343780518, 0.00029107555747032166, 0.046505555510520935, 0.0793876051902771, 0.05309925973415375, -0.02783394418656826, 0.06057845801115036, 0.0804058313369751, 0.1626756191253662, 0.14746978878974915, -0.1277938336133957, -0.03578773885965347, -0.28396424651145935, 0.02491999790072441, -0.04405255243182182, -0.03780148923397064, -0.05126090347766876, 0.05796732008457184, 0.03733396530151367, 0.12469759583473206, 0.094342902302742, -0.11241666972637177, 0.21803806722164154, -0.04859647899866104, -3.1366944313049316e-06, 0.06430111825466156, 0.16097275912761688, -0.0461963452398777, 0.08765976130962372, 0.0969155952334404, -0.11444022506475449, -0.14796103537082672, 0.024781741201877594, -0.36440831422805786, 0.09204532206058502];1
2195;[-0.03787977248430252, -0.48229530453681946, -0.05636720359325409, 0.14346283674240112, 0.1429291069507599, -0.23510000109672546, 0.3310011029243469, -0.39533042907714844, -0.10007344186306, -0.5143625736236572, 0.4132627546787262, -0.18918637931346893, 0.30349552631378174, -0.5439617037773132, -0.23232997953891754, 0.2826188802719116, 0.006286725401878357, 0.14919549226760864, 0.047185562551021576, 0.16594241559505463, -0.030639030039310455, 0.27924811840057373, -0.2714422941207886, 0.040318842977285385, 0.360801100730896, -0.15171587467193604, -0.2057887613773346, -0.23384463787078857, 0.12422685325145721, -0.21536344289779663, 0.010688502341508865, -0.13887496292591095, -0.0159226655960083, 0.04629015922546387, -0.15816296637058258, 0.23824842274188995, -0.2889659106731415, 0.4261203408241272, 0.013038203120231628, -0.24927011132240295, -0.12098099291324615, -0.20242023468017578, -0.1360529661178589, 0.01980966329574585, -0.21992897987365723, 0.3596079647541046, 0.21090923249721527, 0.3280813694000244, 0.3420286774635315, 0.4208299517631531, -0.1335601955652237, 0.3482515215873718, -0.2869766652584076, -0.3960651159286499, -0.1317421942949295, -0.12990763783454895, 0.05802277475595474, 0.4643898606300354, 0.3088960349559784, -0.07809247821569443, -0.4546715319156647, 0.13884839415550232, -0.4634180963039398, 0.30817413330078125];1
2196;[-0.019163645803928375, -0.3082495331764221, 0.014846681617200375, 0.09824991971254349, 0.08272045105695724, -0.04290758818387985, 0.242760568857193, -0.2662730813026428, -0.010286767035722733, -0.33674851059913635, 0.4171956777572632, -0.02535761147737503, 0.19747675955295563, -0.33782142400741577, -0.05471855401992798, 0.03412590175867081, -0.16563507914543152, 0.1388195902109146, 0.05785415321588516, 0.1640324741601944, -0.05481598526239395, 0.2499765157699585, -0.14649663865566254, -0.01725929230451584, 0.22186802327632904, -0.1881360411643982, -0.004848890006542206, -0.1012013703584671, -0.07576080411672592, -0.12012165784835815, -0.08550892770290375, -0.058229729533195496, -0.1051420122385025, -0.04852103069424629, -0.1593683809041977, 0.1698659509420395, -0.11864170432090759, 0.2574527859687805, 0.10978622734546661, -0.23371560871601105, -0.06709453463554382, -0.03619552403688431, -0.09251038730144501, -0.003383651375770569, -0.13625958561897278, 0.07366626709699631, 0.05180056393146515, 0.04160067439079285, 0.16361397504806519, 0.2823523283004761, -0.06038337200880051, 0.3185238838195801, -0.040387146174907684, -0.3272324204444885, -0.12277205288410187, -0.13781818747520447, 0.06062675267457962, 0.24957847595214844, 0.10259328037500381, -0.21970662474632263, -0.19164405763149261, 0.01805981993675232, -0.19260463118553162, 0.1198100745677948];1
2197;[-0.06271050870418549, -0.3488002121448517, -0.02264731377363205, 0.12500730156898499, 0.06275477260351181, -0.1659684181213379, 0.287756085395813, -0.3557221591472626, -0.10823248326778412, -0.6048285365104675, 0.3931746482849121, -0.06199612095952034, 0.294150173664093, -0.44170594215393066, -0.09454911947250366, 0.07348411530256271, -0.027528688311576843, 0.12012015283107758, -0.032746754586696625, 0.1583274006843567, -0.17023780941963196, 0.36165860295295715, -0.3079221844673157, -0.04541931301355362, 0.48066508769989014, -0.22296300530433655, -0.03072478622198105, -0.16264352202415466, 0.048889219760894775, -0.22374749183654785, 0.06536360085010529, -0.14645792543888092, -0.047168076038360596, 0.04612051695585251, -0.156620055437088, 0.13343676924705505, -0.3411747217178345, 0.48702460527420044, 0.10929928719997406, -0.27533185482025146, -0.16000019013881683, -0.16011832654476166, -0.13843129575252533, -0.024209359660744667, -0.20368260145187378, 0.22269085049629211, 0.02286207675933838, 0.20534023642539978, 0.39864030480384827, 0.3680160343647003, -0.1151556521654129, 0.407487690448761, -0.27056485414505005, -0.4577884078025818, -0.037060558795928955, -0.11723211407661438, 0.002187740057706833, 0.43656307458877563, 0.26590728759765625, -0.19687128067016602, -0.37757664918899536, 0.14847704768180847, -0.3924446702003479, 0.2385958582162857];1
2198;[-0.1258268505334854, -0.30465564131736755, -0.034333184361457825, 0.10599247366189957, 0.11298563331365585, -0.08119528740644455, 0.1768915355205536, -0.3339996039867401, -0.05718323588371277, -0.42038434743881226, 0.2820335030555725, -0.07965284585952759, 0.2316068559885025, -0.31653252243995667, -0.10145241022109985, 0.1146741434931755, -0.06520713865756989, 0.12398574501276016, 0.02311222441494465, 0.09183785319328308, -0.05975013226270676, 0.33524978160858154, -0.20749735832214355, -0.05106724053621292, 0.36588042974472046, -0.0933448076248169, -0.09782879799604416, -0.21280740201473236, -0.008567169308662415, -0.2126387059688568, 0.020170126110315323, -0.04588533937931061, -0.06292359530925751, 0.13824349641799927, -0.13084805011749268, 0.16639851033687592, -0.1445099413394928, 0.33136487007141113, 0.10067134350538254, -0.2515373229980469, -0.11809937655925751, -0.19085663557052612, -0.13700923323631287, -0.05688195675611496, -0.15976867079734802, 0.16062843799591064, 0.1026587039232254, 0.17042773962020874, 0.29549703001976013, 0.25610047578811646, -0.06869438290596008, 0.2699982523918152, -0.1554701328277588, -0.29636281728744507, -0.07538251578807831, 0.006531964987516403, 0.05511205270886421, 0.3734026849269867, 0.22579187154769897, -0.07125912606716156, -0.24466855823993683, 0.1601720154285431, -0.4155755937099457, 0.0906778872013092];1
2200;[-0.08854071795940399, -0.13749375939369202, 0.09299945831298828, 0.020566068589687347, 0.06807538121938705, 0.03212353587150574, 0.06745125353336334, -0.25213751196861267, 0.049892228096723557, -0.2735336422920227, 0.35754790902137756, -0.19753475487232208, 0.2054000347852707, -0.07232418656349182, -0.09096217155456543, -0.32904475927352905, 0.1327633559703827, 0.14090991020202637, 0.00630832277238369, -0.046320170164108276, 0.008532635867595673, 0.09090042859315872, -0.06381048262119293, 0.2565501034259796, 0.010805247351527214, -0.04788779467344284, 0.09449388831853867, -0.3245965242385864, -0.06018365919589996, -0.24306637048721313, -0.07766804844141006, 0.133291557431221, 0.03563397750258446, -0.09323712438344955, 0.08560065925121307, 0.19156263768672943, 0.21186837553977966, 0.15888068079948425, 0.13384217023849487, -0.07149948179721832, -0.0944390743970871, -0.2664159834384918, -0.030148997902870178, 0.052624329924583435, -0.0742788314819336, -0.10363005846738815, -0.01173342764377594, 0.1543179601430893, 0.14298661053180695, 0.04343961924314499, -0.2740918695926666, 0.15951475501060486, -0.09805857390165329, 0.005893811583518982, 0.054927896708250046, 0.13782095909118652, -0.09278887510299683, 0.007906336337327957, 0.1919935643672943, -0.06297917664051056, -0.20053896307945251, -0.045029595494270325, -0.39137938618659973, 0.20471657812595367];2
2202;[-0.06975393742322922, -0.2732129395008087, 0.06125272437930107, 0.028568141162395477, 0.07361944764852524, -0.07993417233228683, 0.2379547655582428, -0.23147477209568024, 0.0746108740568161, -0.33871138095855713, 0.3392384946346283, -0.186139315366745, 0.2308991402387619, -0.11539698392152786, -0.0030517354607582092, -0.17195525765419006, -0.030867330729961395, 0.09390243142843246, -0.02006734348833561, -0.02777055650949478, 0.012249328196048737, 0.18482907116413116, -0.09006363153457642, 0.05768338590860367, 0.18350206315517426, 0.027803165838122368, 0.04968995600938797, -0.09914154559373856, 0.025331303477287292, -0.10171821713447571, -0.049277227371931076, 0.10186849534511566, -0.0354534387588501, -0.019207555800676346, -0.0814175233244896, 0.14867107570171356, 0.007128879427909851, 0.2266077846288681, 0.06195933371782303, -0.14678780734539032, -0.02927449345588684, -0.18510429561138153, -0.06260408461093903, 0.04100359231233597, -0.02761588990688324, 0.021051175892353058, 0.03365953266620636, 0.17695099115371704, 0.16082525253295898, 0.16364739835262299, -0.04637011140584946, 0.17498691380023956, -0.06429439038038254, -0.16233812272548676, 0.0013461858034133911, 0.004405077546834946, 0.07672044634819031, 0.14343686401844025, 0.09903357177972794, -0.1056310161948204, -0.16678720712661743, -0.05514064431190491, -0.3418131172657013, 0.1759008765220642];2
2203;[-0.1110503152012825, -0.2757592797279358, 0.06292494386434555, 0.09334539622068405, 0.10325900465250015, -0.024019502103328705, 0.2419455647468567, -0.3185419738292694, -0.03791622817516327, -0.31552720069885254, 0.30118879675865173, -0.07977430522441864, 0.25917959213256836, -0.18085946142673492, -0.006366699934005737, -0.04558783024549484, -0.06669411063194275, 0.10403134673833847, 0.029953056946396828, 0.04556354880332947, -0.023232318460941315, 0.18702949583530426, -0.08575007319450378, -0.0037076547741889954, 0.2074333131313324, -0.05954338610172272, 0.05760350078344345, -0.1759471744298935, 0.0246850848197937, -0.1750682294368744, -0.041473355144262314, 0.03030281513929367, -0.03415437787771225, 0.09408505260944366, -0.09018737077713013, 0.10774692893028259, -0.10600590705871582, 0.29776236414909363, 0.09089677035808563, -0.1995372176170349, -0.06569905579090118, -0.11021249741315842, -0.1400548815727234, -0.04628274589776993, -0.08395951986312866, 0.07752832025289536, -0.03473251685500145, 0.18283674120903015, 0.12532059848308563, 0.22434191405773163, -0.08026853203773499, 0.2588738203048706, -0.11478953808546066, -0.2214437574148178, -0.10278794914484024, 0.007121466100215912, 0.07452147454023361, 0.151943176984787, 0.11756018549203873, -0.0916350707411766, -0.26120609045028687, 0.059399090707302094, -0.45278051495552063, 0.031443700194358826];2
2205;[-0.08308710157871246, -0.24364402890205383, 0.023973651230335236, 0.0025110989809036255, 0.09441109746694565, -0.06616836041212082, 0.2242470681667328, -0.16490165889263153, -0.007834967225790024, -0.1984848976135254, 0.29126957058906555, -0.06770272552967072, 0.15529581904411316, -0.3369135856628418, 0.015145137906074524, -0.0036637485027313232, -0.12809324264526367, 0.04994158446788788, -0.013223601505160332, 0.0860980898141861, 0.10795074701309204, 0.08470660448074341, -0.06312651932239532, 0.006222359836101532, 0.03121730498969555, -0.12787850201129913, 0.12056848406791687, -0.018396802246570587, -0.09981019794940948, -0.059929266571998596, -0.04933011159300804, 0.073912613093853, -0.03894796967506409, -0.08522823452949524, -0.16046547889709473, 0.2176768034696579, 0.05179034173488617, 0.12412102520465851, 0.008969612419605255, -0.1770862191915512, 0.015138581395149231, -0.03923904150724411, -0.013568125665187836, 0.015226013958454132, -0.003104172646999359, 0.011027030646800995, -0.0984024927020073, 0.1327192485332489, 0.04519972950220108, 0.26437658071517944, -0.04002203792333603, 0.141750767827034, 0.03421337157487869, -0.09700973331928253, 0.020459484308958054, -0.06225724145770073, 0.15268154442310333, 0.049790844321250916, -0.017672099173069, -0.24654340744018555, -0.14163464307785034, 0.0052466802299022675, -0.2602704167366028, 0.11688144505023956];2
2206;[-0.07073797285556793, -0.1511079967021942, 0.1444297432899475, -0.027778171002864838, 0.013965673744678497, 0.09841632843017578, 0.11494870483875275, -0.22185273468494415, 0.09481647610664368, -0.1931534707546234, 0.2509506940841675, -0.17327797412872314, 0.122255340218544, -0.08572745323181152, -0.08716157078742981, -0.3066464960575104, -0.03773370012640953, 0.0625317320227623, -0.02805088646709919, 0.011732898652553558, 0.10022240877151489, -0.02579328790307045, 0.011163204908370972, 0.19155582785606384, -0.04733850806951523, -0.04000458866357803, 0.15363484621047974, -0.13073019683361053, -0.13798438012599945, -0.10972204804420471, -0.1073312908411026, 0.2204032689332962, 0.07858523726463318, -0.09983229637145996, 0.014950130134820938, 0.13275885581970215, 0.21853327751159668, 0.07516567409038544, 0.11321546882390976, -0.12986446917057037, -0.010432437062263489, -0.1255505084991455, -0.01651325821876526, 0.0347905308008194, -0.036266569048166275, -0.15503427386283875, -0.06408838927745819, 0.04506194591522217, 0.020772138610482216, 0.11294955015182495, -0.1546885073184967, 0.04693730175495148, 0.09511921554803848, 0.07072453200817108, -0.04537056386470795, 0.07494430243968964, 0.04487437754869461, -0.07193917036056519, 0.024739079177379608, -0.10004356503486633, -0.05057554692029953, -0.12686827778816223, -0.2366654872894287, 0.13538886606693268];2
2207;[-0.048438701778650284, -0.29340529441833496, 0.05452964827418327, 0.2167174220085144, 0.04411452263593674, -0.20527377724647522, 0.3893088102340698, -0.43884244561195374, -0.06052254140377045, -0.5797784924507141, 0.4618508517742157, -0.19484156370162964, 0.3215223550796509, -0.31750112771987915, -0.03564094007015228, 0.014497481286525726, 0.03596609830856323, 0.044478438794612885, -0.06545767933130264, 0.07749959826469421, -0.023063115775585175, 0.2641107738018036, -0.27906370162963867, 0.0845857560634613, 0.2755187153816223, -0.19804903864860535, -0.03724401444196701, -0.08519277721643448, -0.013615518808364868, -0.23634541034698486, 0.0684015303850174, -0.058271050453186035, 0.0007354915142059326, 0.03138720989227295, -0.043138522654771805, 0.22284971177577972, -0.11415433883666992, 0.30614519119262695, 0.13128350675106049, -0.21930891275405884, -0.14489547908306122, -0.26335790753364563, -0.033391669392585754, 0.209171861410141, -0.1321672648191452, 0.22571301460266113, 0.11535368859767914, 0.26886066794395447, 0.32979050278663635, 0.2726810872554779, -0.23877042531967163, 0.35307860374450684, -0.1846005916595459, -0.30591881275177, -0.09135913103818893, -0.07863382995128632, 0.038589704781770706, 0.26758715510368347, 0.3175848126411438, -0.1300409734249115, -0.31687942147254944, -0.022368289530277252, -0.3066040873527527, 0.2650025188922882];2
2208;[0.0033352449536323547, -0.10020917654037476, 0.05136612057685852, -0.08958403766155243, 0.056293509900569916, 0.1377013772726059, 0.19012171030044556, -0.23618553578853607, 0.11494605243206024, -0.16169998049736023, 0.15136277675628662, -0.2301778346300125, 0.09039054811000824, -0.1579533964395523, 0.03443741798400879, -0.2442769557237625, -0.06409461796283722, 0.05938968062400818, -0.035519205033779144, -0.08122316002845764, 0.15157535672187805, -0.04054907709360123, 0.07340110838413239, 0.1332831233739853, -0.18630246818065643, -0.12068593502044678, 0.18016043305397034, -0.10322888195514679, -0.15840856730937958, -0.0804818719625473, -0.023064516484737396, 0.2640567421913147, 0.061479657888412476, -0.15847593545913696, 0.006392344832420349, 0.07845839858055115, 0.09644050151109695, 0.055775586515665054, 0.06828640401363373, -0.049001146107912064, 0.03549540415406227, -0.024646006524562836, 0.0896763727068901, 0.07035544514656067, 0.07048501819372177, -0.14530691504478455, -0.27315056324005127, 0.0213824063539505, -0.007734941318631172, 0.13481611013412476, -0.10465940833091736, 0.007360849529504776, 0.1245584487915039, 0.11903661489486694, -0.06378048658370972, 0.021711740642786026, 0.03286687657237053, -0.14037276804447174, 0.018782049417495728, -0.19813990592956543, -0.04968741908669472, -0.18076756596565247, -0.21004880964756012, 0.07967590540647507];2
